assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,player_id,source_file
0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,1,0,68531,0,0,2,0.0,0,0,0,0,45,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,2,0,74765,0,2,0,0.0,0,-9669,2378,12047,45,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,5,0,0.0,14,0.0,0.0,0.0,2.78,22,3,0,2.8,27.8,2024-08-31T14:00:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,3,4,107644,1,1,3,0.0,2,24647,41306,16659,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,12,0,0.0,14,0.0,0.0,0.0,2.67,38,3,0,4.5,45.4,2024-09-14T11:30:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,4,7,176635,1,3,0,0.0,3,56313,83072,26759,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,15,0,0.0,14,0.0,0.0,0.0,1.69,48,1,0,4.1,41.2,2024-09-21T14:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,5,5,206185,1,1,1,0.0,3,25228,34765,9537,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,5,0,0.0,14,0.0,0.0,0.0,1.38,52,3,0,2.3,22.8,2024-09-30T19:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,6,3,220949,1,1,3,0.0,2,12742,30311,17569,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,5,0,0.0,14,0.01,0.01,0.0,2.83,61,3,0,2.4,24.4,2024-10-05T14:00:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,7,3,222857,1,1,3,0.0,2,-695,14365,15060,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,-2,0,0.0,14,0.0,0.0,0.0,3.21,78,3,0,1.3,12.6,2024-10-19T14:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,8,1,234313,1,3,2,0.0,1,7016,17141,10125,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,24,0,0.0,14,0.0,0.0,0.0,2.95,89,1,0,4.1,41.0,2024-10-26T14:00:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,9,6,226240,1,0,1,0.0,4,-8085,5035,13120,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,2,33,1,0.0,14,0.0,0.0,0.0,1.56,98,0,0,3.3,32.8,2024-11-02T15:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,10,5,228937,1,0,1,0.0,9,-12,7559,7571,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,5,0,0.0,14,0.0,0.0,0.0,1.26,110,2,0,1.4,13.6,2024-11-09T15:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,11,2,245406,1,0,2,0.0,0,13422,18782,5360,44,False,1,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2024-11-24T14:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,12,0,212243,0,3,2,0.0,0,-31217,2025,33242,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,122,0,0,0.0,0.0,2024-11-29T20:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,13,0,190073,0,1,1,0.0,0,-23140,152,23292,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,140,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,14,0,173309,0,5,1,0.0,0,-17341,207,17548,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,15,0,159379,0,0,1,0.0,0,-13969,144,14113,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,16,0,148199,0,5,0,0.0,0,-11820,192,12012,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,3,31,1,0.0,14,0.0,0.0,0.0,1.04,165,0,0,3.9,38.8,2024-12-22T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,17,5,142266,1,0,0,0.0,10,-6132,231,6363,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,6,0,0.0,14,0.0,0.0,0.0,1.81,179,1,0,0.8,7.8,2024-12-26T15:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,18,1,147412,1,1,0,0.0,2,3782,6813,3031,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,17,0,0.0,14,0.01,0.01,0.0,2.03,183,2,0,5.1,51.0,2024-12-29T15:00:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,19,8,151219,1,1,2,0.0,3,3337,6516,3179,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,14,0.0,0.0,0.0,4.46,198,5,0,3.9,39.0,2025-01-04T15:00:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,20,5,153129,1,5,0,0.0,1,878,9197,8319,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,8,0,0.0,14,0.0,0.0,0.0,3.2,209,3,0,4.4,44.0,2025-01-16T20:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,21,6,151394,1,1,3,0.0,3,-2794,4710,7504,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,-3,0,0.0,14,0.0,0.0,0.0,2.05,219,3,0,0.9,9.4,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,22,1,149119,1,2,3,0.0,1,-2779,2174,4953,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,228,0,0,0.0,0.0,2025-01-25T15:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,23,0,144725,0,3,1,0.0,0,-4908,2386,7294,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,17,0,0.0,14,0.01,0.01,0.0,1.84,236,1,0,4.1,40.8,2025-02-01T15:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,24,5,136868,1,2,1,0.0,3,-7621,1151,8772,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,7,0,0.0,14,0.0,0.0,0.0,1.2,248,3,0,3.7,36.8,2025-02-15T15:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,25,5,137036,1,3,1,0.0,2,-1230,2514,3744,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,7,0,0.0,14,0.0,0.0,0.0,3.97,260,4,0,6.4,64.2,2025-02-22T15:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,26,8,136349,1,4,0,0.0,1,-1141,1247,2388,44,True,1,14,Aaron_Ramsdale_14_gw.csv
0,0,4,0,0.0,14,0.0,0.0,0.0,2.56,268,4,0,3.9,39.0,2025-02-25T20:15:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,27,6,136591,1,0,4,0.0,2,-12,2764,2776,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,4,0,0.0,14,0.0,0.0,0.0,4.12,275,3,0,3.4,33.8,2025-03-08T15:00:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,28,4,136046,1,1,3,0.0,2,-1099,2609,3708,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,1,0,0.0,14,0.0,0.0,0.0,0.36,290,2,0,0.7,6.8,2025-03-15T15:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,29,1,141521,1,2,1,0.0,1,2063,4718,2655,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,9,0,0.0,14,0.0,0.0,0.0,0.74,300,1,0,2.1,21.0,2025-04-02T18:45:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,30,2,132744,1,1,1,0.0,2,-6284,1314,7598,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,4,0,0.0,14,0.0,0.0,0.0,2.12,309,3,0,3.7,37.0,2025-04-06T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,31,5,130284,1,1,3,0.0,2,-2589,748,3337,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,3,34,0,0.0,14,0.0,0.0,0.0,3.03,319,3,0,8.9,88.8,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,2,0,0,2,0,32,7,130269,1,3,0,0.0,16,-243,2364,2607,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,11,0,0.1,14,0.01,0.01,0.0,0.91,330,1,0,2.8,27.4,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,33,3,145017,1,1,1,0.0,3,10142,12885,2743,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,6,0,0.0,14,0.0,0.0,0.0,2.42,339,2,0,2.6,26.2,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,34,3,170736,1,2,1,0.0,2,12979,16820,3841,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,4,0,0.0,14,0.0,0.0,0.0,1.4,348,2,0,1.6,15.8,2025-05-03T14:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,35,2,161067,1,0,2,0.0,1,4977,8537,3560,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,3,31,1,0.0,14,0.0,0.0,0.0,1.82,358,0,0,3.2,31.8,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,36,4,156152,1,0,0,0.0,10,-4702,2784,7486,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,3,0,0.0,14,0.0,0.0,0.0,2.73,367,2,0,1.7,17.0,2025-05-18T11:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,37,2,161121,1,0,2,0.0,1,3965,6168,2203,44,False,0,14,Aaron_Ramsdale_14_gw.csv
0,0,12,0,0.0,14,0.0,0.0,0.0,2.2,378,2,0,4.3,42.6,2025-05-25T15:00:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,38,6,153227,1,2,1,0.0,3,-6934,1577,8511,44,True,0,14,Aaron_Ramsdale_14_gw.csv
0,0,0,0,0.0,388,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,1,0,168413,0,2,1,0.0,0,0,0,0,45,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,4,0,0.1,388,0.0,0.0,0.0,0.56,14,0,0,0.4,4.2,2024-08-24T14:00:00Z,28,0,0,0,0,0,0,0,False,7,0,0,0,0,2,0,179384,0,2,0,0.0,1,-12926,7149,20075,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,8,0,30.8,388,0.05,0.05,0.0,3.0,30,3,0,5.1,20.4,2024-08-31T16:30:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,3,0,176074,1,3,1,0.0,1,-10731,11799,22530,45,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,8,0,11.8,388,0.03,0.03,0.0,1.54,35,1,0,2.9,17.6,2024-09-14T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,4,0,188500,1,1,1,0.0,2,3074,21428,18354,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,1,0,39.0,388,0.29,0.29,0.0,2.19,50,3,0,7.1,26.2,2024-09-21T11:30:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,5,0,187892,1,3,0,6.0,1,-2934,7493,10427,45,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,8,0,14.0,388,0.06,0.08,0.02,0.37,53,1,0,3.3,10.8,2024-09-28T14:00:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,6,0,183004,1,1,1,8.0,2,-7194,8723,15917,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,11,0,13.7,388,0.09,0.11,0.02,0.65,70,1,0,3.7,12.6,2024-10-05T14:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,7,0,187291,1,1,4,11.0,2,652,11683,11031,45,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,13,0,13.0,388,0.02,0.05,0.03,1.92,79,4,0,4.7,27.6,2024-10-19T11:30:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,8,0,179507,1,1,4,6.0,0,-8595,4019,12614,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,8,0,4.0,388,0.04,0.04,0.0,2.12,90,1,0,3.0,20.0,2024-10-27T14:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,9,0,173564,1,1,2,6.0,2,-6959,2768,9727,44,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,3,0,4.1,388,0.03,0.03,0.0,2.17,97,3,0,1.7,11.2,2024-11-02T15:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,10,0,174690,1,0,3,2.0,1,-497,6914,7411,44,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,25,1,2.3,388,0.01,0.01,0.0,1.05,109,0,0,1.4,11.6,2024-11-09T15:00:00Z,66,0,0,0,0,0,0,0,False,8,0,0,0,0,11,0,173893,1,0,0,0.0,6,-1699,6201,7900,44,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,3,39,1,3.0,388,0.01,0.08,0.07,1.69,119,0,1,7.7,57.4,2024-11-25T20:00:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,12,0,173166,1,2,0,17.0,15,-1801,6176,7977,44,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,10,0,2.3,388,0.02,0.47,0.45,3.6,129,5,1,7.3,47.6,2024-11-30T17:30:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,13,0,224973,1,5,2,23.0,6,47179,52508,5329,44,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,0,0,21.3,388,0.2,0.24,0.04,1.67,137,3,0,4.3,16.6,2024-12-03T20:15:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,14,0,533743,1,1,3,5.0,1,293070,298527,5457,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,11,0,31.3,388,0.13,0.13,0.0,1.63,150,1,0,5.3,19.2,2024-12-09T20:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,15,0,631964,1,1,2,2.0,2,96679,117461,20782,45,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
1,0,23,0,16.9,388,0.08,0.08,0.0,1.82,152,1,0,3.1,13.8,2024-12-16T20:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,16,0,671606,1,1,1,0.0,5,41716,69510,27794,46,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,11,0,1.2,388,0.01,0.01,0.0,0.94,170,1,0,2.4,22.4,2024-12-21T15:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,17,0,717041,1,1,1,0.0,2,40193,65137,24944,46,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,3,39,1,34.3,388,0.21,0.34,0.13,1.4,179,0,0,6.4,19.2,2024-12-26T15:00:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,18,0,712774,1,1,0,10.0,9,-8404,37543,45947,46,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,-8,0,21.8,388,0.02,0.17,0.15,3.15,190,5,0,4.0,14.6,2024-12-29T17:15:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,19,0,680866,1,5,0,4.0,0,-30036,21221,51257,46,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,0,0,1.9,388,0.02,0.04,0.02,1.91,197,4,0,1.5,10.2,2025-01-04T15:00:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,20,0,618009,1,1,4,3.0,0,-64354,15935,80289,46,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
1,0,17,0,11.5,388,0.12,0.12,0.0,1.9,207,2,0,4.3,29.4,2025-01-14T19:30:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,21,0,587040,1,2,3,2.0,3,-36402,18805,55207,46,True,1,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,10,0,16.7,388,0.02,0.06,0.04,1.32,220,2,0,4.5,24.6,2025-01-18T15:00:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,22,0,581502,1,2,0,4.0,1,-8138,18534,26672,46,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,14,0,40.3,388,0.11,0.11,0.0,0.85,221,1,0,7.4,31.2,2025-01-26T16:30:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,23,0,534999,1,1,1,2.0,2,-47178,6963,54141,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,-4,0,1.5,388,0.01,0.01,0.0,1.67,234,2,0,1.7,11.4,2025-02-03T20:00:00Z,90,0,0,0,0,0,0,0,False,6,1,0,0,0,24,0,491607,1,1,2,4.0,-1,-41155,5256,46411,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,9,0,4.3,388,0.02,0.02,0.0,1.66,250,1,0,1.8,11.8,2025-02-15T15:00:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,25,0,470517,1,1,0,2.0,2,-25651,8074,33725,44,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
1,3,40,1,26.0,388,0.33,0.36,0.03,1.22,251,0,0,8.5,40.4,2025-02-22T15:00:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,26,0,455878,1,1,0,19.0,12,-16808,4742,21550,44,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,1,29,1,20.7,388,0.07,0.07,0.0,0.38,266,0,0,4.6,24.8,2025-02-27T20:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,27,0,608818,1,0,2,0.0,7,143177,148718,5541,44,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,13,0,3.6,388,0.01,0.01,0.0,1.38,279,1,0,1.8,14.0,2025-03-10T20:00:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,28,0,671695,1,1,0,0.0,2,66742,88922,22180,44,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,10,0,3.5,388,0.03,0.03,0.0,1.0,284,1,0,2.8,20.6,2025-03-15T15:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,29,0,821864,1,1,1,4.0,2,84076,98187,14111,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,18,0,17.8,388,0.14,0.14,0.0,1.18,295,1,0,5.6,34.0,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,745339,1,0,1,4.0,2,-11586,52272,63858,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,11,0,2.8,388,0.01,0.01,0.0,2.12,310,2,0,2.0,15.4,2025-04-05T14:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,31,0,732452,1,2,2,2.0,1,-13122,28067,41189,45,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,19,0,25.4,388,0.15,0.15,0.0,1.78,315,2,0,5.5,28.0,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,675387,1,1,2,2.0,1,-53010,9008,62018,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,0,0,0.0,388,0.0,0.0,0.0,0.0,330,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,33,0,627704,0,1,1,0.0,0,-39527,27091,66618,45,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,6,0,24.2,388,0.06,0.2,0.14,1.31,333,3,0,6.1,15.8,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,34,0,521794,1,2,3,21.0,1,-64905,1362,66267,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
1,2,23,0,16.8,388,0.07,0.11,0.04,0.77,350,1,0,5.8,30.4,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,562324,1,1,1,11.0,7,-16576,7622,24198,44,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
1,3,36,1,23.8,388,0.22,0.22,0.0,2.28,355,0,0,6.3,33.4,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,557174,1,2,0,6.0,12,-4862,13241,18103,44,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,8,0,5.3,388,0.02,0.02,0.0,1.96,370,2,0,3.2,25.0,2025-05-18T13:15:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,37,0,604781,1,2,1,2.0,1,43097,48871,5774,44,True,0,388,Aaron_Wan-Bissaka_388_gw.csv
1,0,23,0,20.5,388,0.04,0.04,0.0,0.79,373,1,0,5.5,34.0,2025-05-25T15:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,38,0,760100,1,3,1,0.0,5,132070,142118,10048,45,False,0,388,Aaron_Wan-Bissaka_388_gw.csv
0,0,2,0,3.2,217,0.01,0.15,0.14,1.13,3,2,0,1.1,2.4,2024-08-17T14:00:00Z,62,0,0,0,0,0,0,0,False,5,0,0,0,0,1,0,46194,1,3,0,5.0,2,0,0,0,55,True,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,3,0,1.4,217,0.0,0.07,0.07,1.66,19,2,0,1.0,1.6,2024-08-24T14:00:00Z,56,0,0,0,0,0,0,0,False,18,0,0,0,0,2,0,43259,1,0,4,7.0,1,-6563,1812,8375,55,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,4,0,1.9,217,0.01,0.01,0.0,1.54,24,3,0,0.5,1.2,2024-08-31T14:00:00Z,7,0,0,0,0,0,0,0,False,3,0,0,0,0,3,0,37931,0,3,2,2.0,1,-6423,2669,9092,54,True,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,0,0,0.0,217,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,4,0,30683,0,2,3,0.0,0,-7655,914,8569,53,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,14,0,2.8,217,0.01,0.03,0.02,0.66,45,1,0,1.8,12.6,2024-09-21T14:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,5,0,27682,1,1,1,3.0,2,-3364,677,4041,53,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,7,0,13.0,217,0.02,0.02,0.0,0.95,55,1,0,2.3,10.4,2024-09-28T14:00:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,6,0,25555,1,1,2,0.0,2,-2326,806,3132,52,True,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,11,1,32.2,217,0.02,0.02,0.0,2.05,67,0,0,4.4,11.6,2024-10-05T16:30:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,7,0,23863,1,0,0,0.0,3,-1820,729,2549,52,True,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,11,1,23.5,217,0.07,0.07,0.0,1.25,73,0,0,3.9,13.8,2024-10-19T14:15:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,8,0,25536,1,2,0,2.0,3,1315,2939,1624,52,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,13,0,13.6,217,0.02,0.08,0.06,1.24,87,1,0,4.5,12.8,2024-10-26T16:30:00Z,79,0,0,0,0,0,0,0,False,9,0,0,0,0,9,0,25309,1,1,1,19.0,2,-273,1379,1652,52,True,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,0,0,0.0,217,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,10,0,24264,0,0,1,0.0,0,-1145,1445,2590,52,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,16,1,25.9,217,0.04,0.21,0.17,0.47,109,0,0,4.1,5.8,2024-11-09T15:00:00Z,85,0,0,0,0,0,0,0,False,19,0,0,0,0,11,0,21138,1,0,0,9.0,3,-3091,157,3248,52,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,7,1,2.8,217,0.03,0.03,0.0,1.1,114,0,0,0.9,4.0,2024-11-23T15:00:00Z,71,0,0,0,0,0,0,0,False,4,0,0,0,0,12,0,21177,1,0,0,2.0,3,-187,938,1125,51,True,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,13,0,24.1,217,0.19,0.19,0.0,0.73,126,4,0,3.3,7.2,2024-12-01T13:30:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,13,0,20901,1,0,4,2.0,2,-347,569,916,51,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,7,1,14.2,217,0.02,0.04,0.02,0.78,134,0,0,1.8,3.0,2024-12-04T19:30:00Z,82,0,0,0,0,0,0,0,False,20,0,0,0,0,14,0,21244,1,0,4,1.0,3,259,1298,1039,51,True,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,8,1,1.2,217,0.0,0.09,0.09,1.22,151,0,0,2.2,14.2,2024-12-14T15:00:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,16,0,19592,1,0,0,7.0,3,-576,584,1160,51,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,1,1,11.4,217,0.03,0.03,0.0,0.86,164,0,0,2.4,10.2,2024-12-22T14:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,17,0,19115,1,0,0,2.0,3,-534,427,961,51,True,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,10,0,3.3,217,0.01,0.05,0.04,2.09,176,1,0,1.3,4.6,2024-12-26T12:30:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,18,0,19238,1,1,1,5.0,2,60,1133,1073,51,False,0,217,Abdoulaye_Doucouré_217_gw.csv
0,0,10,0,27.8,217,0.04,0.09,0.05,1.48,184,2,0,4.3,4.4,2024-12-29T15:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,19,0,21115,1,2,0,11.0,2,1766,2873,1107,51,True,0,217,Abdoulaye_Doucouré_217_gw.csv
